,Leukemia,Colon/Colorectal Cancer,Bladder Cancer,Lung Cancer,Ovarian Cancer,Skin Cancer,Breast Cancer,Pancreatic Cancer,Brain Cancer,Lymphoma,Kidney Cancer,Sarcoma,Bone Cancer,Gastric Cancer,Neuroblastoma,Rhabdoid,Prostate Cancer,Fibroblast,Gallbladder Cancer,Thyroid Cancer,Bile Duct Cancer,Head and Neck Cancer,Myeloma,Liver Cancer,Endometrial/Uterine Cancer,Esophageal Cancer,Cervical Cancer,Eye Cancer
UHMK1 (127933),2376.0,4882.5,4084.0,4580.5,4782.0,5360.0,4220.0,3143.0,4324.5,5249.0,5637.0,4320.5,4546.0,4417.0,3365.5,7431.0,398.0,7544.0,1016.0,4865.0,5787.0,3582.5,7684.0,4439.0,3855.0,4173.5,7852.5,3564.5
UHRF1BP1 (54887),13875.0,13295.0,13580.0,12938.0,13352.0,13070.5,13458.0,13361.5,13182.0,12624.0,12110.0,12261.0,12680.0,11949.0,12424.5,13239.0,15804.0,10397.0,15345.0,10207.5,12455.0,13503.5,11929.5,13668.5,13239.0,13342.0,13023.0,11301.0
UHRF1BP1L (23074),2539.0,2093.0,2034.0,2335.5,2001.0,3876.5,3063.0,3251.0,2815.5,3275.0,2352.0,2258.0,3261.0,2489.0,1707.5,4927.5,5167.0,3336.0,3188.0,177.0,3549.0,2847.5,2537.5,2729.5,2850.0,2531.5,1383.0,2147.5
UHRF2 (115426),7906.0,6567.0,6430.0,7305.5,7490.0,7805.0,6505.0,9326.0,8034.5,7645.0,8527.0,6385.5,7186.0,6780.0,7388.0,5324.5,8699.0,5050.0,5209.0,5154.5,8046.0,7314.5,8117.5,7264.5,8783.0,6234.5,7590.5,5232.5
UIMC1 (51720),11645.0,13096.0,13070.0,13219.0,12843.0,13545.5,13041.0,13417.0,13114.0,12095.0,14140.5,13404.0,12676.0,13229.0,12901.5,11394.0,7026.0,12485.0,11939.0,12157.5,14428.0,11417.5,12641.5,13289.0,12984.0,11416.0,13624.0,15242.0
ULBP1 (80329),9293.0,7373.0,6431.0,5386.0,5134.0,5323.0,5221.0,5225.0,6419.5,4836.0,6102.5,6700.0,8008.0,8203.0,9004.5,3663.5,11315.0,3626.0,5805.0,8002.5,9406.0,6408.5,4364.5,7260.5,5203.0,5475.0,3922.5,6207.0
ULBP2 (80328),12969.0,11514.5,9856.0,11370.0,11325.0,11380.0,10886.0,11681.0,10647.5,10563.0,10865.5,10758.0,10302.0,9084.0,8336.5,11777.0,8326.0,7886.0,6860.0,11378.5,12578.0,9630.0,10116.0,11292.0,9447.5,11887.0,11126.0,10054.5
ULBP3 (79465),13799.0,13211.5,14000.0,13195.0,12447.0,13362.5,12042.0,13410.0,13456.0,13277.0,12777.0,11999.5,12921.0,12714.0,13869.5,13345.0,10681.0,12099.0,15351.0,13787.5,13677.0,12103.0,10509.5,12790.5,13883.5,12082.0,12807.5,9659.0
ULK1 (8408),11450.0,9600.5,9520.0,8924.0,9939.0,10488.5,8994.0,9590.0,10647.5,12192.0,8066.5,12516.0,11787.0,11122.0,10673.0,9023.0,15875.0,9189.0,13751.0,13194.5,7328.0,6398.5,9817.0,8759.0,10747.0,9569.0,8626.5,6516.0
ULK2 (9706),9527.0,9003.0,9077.0,9675.5,9270.0,8574.5,10720.0,11025.0,8651.5,10245.0,6873.0,8280.0,11621.0,11010.5,9452.0,8503.0,8559.0,8196.0,12145.0,11197.5,8913.0,9755.0,8770.5,7946.0,9790.0,10266.0,8225.5,9911.5
ULK3 (25989),7841.0,6161.5,6508.0,7049.0,6036.0,7309.0,6201.0,6054.0,7207.0,8222.0,6591.0,6832.0,7594.0,5576.0,7356.5,8774.0,1962.0,8195.0,7569.0,8474.5,6798.0,6007.5,8604.0,6062.0,5317.5,6460.0,4092.5,7802.5
ULK4 (54986),649.0,782.0,664.0,688.0,941.0,1015.5,541.0,446.0,668.5,615.0,915.0,854.5,832.0,1290.5,931.5,1568.0,2270.0,358.0,1753.0,1635.0,435.0,1157.5,1061.0,838.0,613.0,612.5,813.0,360.0
UMOD (7369),12277.0,10868.0,12299.0,11242.5,11357.0,11834.5,10211.0,8945.0,11471.0,11949.0,12973.5,12419.5,12091.0,11292.0,7202.5,10278.0,6938.0,6997.0,14612.0,10312.5,10025.0,12113.5,11772.5,12813.0,12153.0,11685.5,12983.0,12148.0
UMODL1 (89766),12683.0,12458.5,11161.0,10760.5,11521.0,11055.5,11471.0,12484.5,11669.5,8505.0,9637.5,12050.0,11161.0,11465.0,12617.0,11550.0,10560.0,12934.0,8718.0,9953.0,11511.0,12168.5,9418.5,11871.5,9995.0,13196.5,11965.0,11468.5
UMPS (7372),17378.0,16349.0,15313.0,16381.5,15930.0,16041.0,16983.0,16408.0,15163.0,17028.0,16025.5,15818.5,14852.0,16578.5,14669.0,15280.5,16279.0,14161.0,16506.0,15523.5,16468.0,15478.5,17140.5,15391.5,15228.5,15867.5,15184.0,12509.5
UNC119 (9094),13208.0,14762.0,13808.0,13783.5,13708.0,13569.5,15029.0,14599.0,13403.0,13576.0,13876.0,13246.5,13261.0,14130.0,13009.5,12986.0,13224.0,10426.0,16467.0,10592.5,11750.0,13431.0,12237.0,12093.5,14209.0,13201.0,13396.5,14047.0
UNC119B (84747),11078.0,12398.5,11531.0,11199.5,11239.0,13122.5,11432.0,12216.0,11616.5,11360.0,12525.5,13254.0,11586.0,11792.5,12712.5,13439.0,14632.0,12084.0,9290.0,11958.0,9612.0,10923.5,12332.5,10661.5,11348.5,12054.5,12873.5,7814.5
UNC13A (23025),8014.0,7745.5,7088.0,8685.5,8264.0,7628.5,9002.0,8874.5,6708.0,6787.0,7614.0,7910.5,9702.0,8329.0,6913.5,8782.0,11800.0,6627.0,7231.0,12807.0,9886.0,8566.5,6215.5,8267.5,8177.5,8850.5,9379.0,6309.0
UNC13B (10497),10623.0,9724.0,10913.0,10488.0,11541.0,11085.5,9884.0,11381.0,10955.5,10705.0,11140.5,9693.0,12595.0,9552.5,10465.5,13215.5,3554.0,9939.0,2268.0,10187.5,8709.0,9647.5,9731.5,9150.5,9863.0,10554.5,9128.0,11864.0
UNC13C (440279),8517.0,10808.5,9030.0,10365.0,9956.0,10435.0,10336.0,10518.0,8518.5,10403.0,9702.0,8987.0,8713.0,9415.5,9946.5,9852.0,3761.0,7264.0,3525.0,9686.0,9602.0,7778.5,8582.5,8277.5,8424.0,8960.0,8485.0,12250.5
UNC13D (201294),11260.0,8304.0,9760.0,9786.5,10180.0,11450.0,10104.0,10551.0,10812.5,10521.0,10269.5,11310.5,9063.0,8602.0,9412.5,12303.0,11464.0,6579.0,633.0,10571.0,8634.0,10441.5,10568.0,9640.0,7777.5,10710.5,8892.0,9409.5
UNC45A (55898),15989.0,15891.0,16369.0,16198.5,16221.0,16120.0,16194.0,16482.0,16238.5,16443.0,16022.5,16313.0,16361.0,16007.0,16726.0,16041.5,16900.0,16696.0,15249.0,16091.5,15117.0,16387.0,15171.0,16143.0,15686.5,16360.5,15974.0,16409.5
UNC45B (146862),12156.0,11320.0,12648.0,11856.0,11876.0,11522.5,13322.0,13141.0,12097.5,11142.0,11736.0,11833.0,11633.0,12362.5,11168.5,12402.5,15264.0,8947.0,14868.0,12531.5,10007.0,13120.0,12344.5,11859.5,10993.0,12824.0,10603.0,10446.0
UNC50 (25972),16385.0,16067.0,16521.0,16638.0,16386.0,16229.0,16597.0,15970.0,16351.5,16703.0,17201.5,16267.5,16672.0,15904.5,16009.0,16481.5,15370.0,16730.0,17170.0,15626.5,16313.0,16233.5,16284.0,16573.0,16426.5,16131.0,16433.5,16882.5
UNC5A (90249),2566.0,1912.0,2028.0,1972.0,1055.0,1955.5,1989.0,2463.5,1973.5,2498.0,2104.5,2525.0,1910.0,1294.0,2524.0,2901.0,672.0,427.0,1019.0,4333.5,1892.0,1678.0,3246.5,2727.0,1294.5,2481.5,2092.5,474.0
UNC5B (219699),13354.0,13700.5,13747.0,13221.5,12181.0,13522.0,12607.0,12662.5,12846.5,13127.0,13405.0,12427.0,13167.0,13165.5,12675.0,13336.5,11383.0,12735.0,14168.0,13898.0,12639.0,14141.0,12510.0,12834.0,12777.5,13935.5,13307.0,13948.5
UNC5C (8633),1278.0,596.0,1032.0,1067.5,1172.0,1089.0,1579.0,1165.0,1738.5,860.0,946.5,726.0,808.0,1090.5,5432.5,2237.5,2828.0,313.0,1528.0,1033.5,730.0,772.0,788.5,1166.5,1259.5,750.5,495.0,674.5
UNC5CL (222643),11247.0,9308.0,9082.0,9821.5,7935.0,8057.5,9257.0,9445.0,8844.5,9050.0,9060.0,10433.0,10479.0,9464.5,9576.5,6013.0,10211.0,7443.0,11693.0,7493.5,7075.0,9087.0,9044.5,9865.0,8634.5,8696.5,10147.5,8190.0
UNC5D (137970),3307.0,4546.0,3385.0,4536.0,3929.0,3326.0,4399.0,4065.0,2851.5,3746.0,4607.0,3885.5,4425.0,4543.0,4557.0,3537.5,1910.0,367.0,273.0,2536.5,4788.0,3569.5,3961.5,4875.0,4197.5,3957.0,2698.5,5052.5
UNC79 (57578),10660.0,11120.5,10620.0,11232.5,10719.0,9397.5,10971.0,10976.0,11755.0,11475.0,11102.5,10012.0,11302.0,9304.5,12433.5,12540.0,11130.0,12985.0,14309.0,12307.5,13248.0,10500.0,12113.0,11164.5,10785.0,11697.0,9666.5,10989.0
UNC80 (285175),11081.0,13358.0,12813.0,12799.0,11157.0,13144.5,13052.0,13419.0,13177.0,11419.0,12186.0,11664.0,12759.0,13090.0,13405.0,14391.0,13344.0,14029.0,11045.0,13034.0,7692.0,12380.0,11572.5,11622.5,12160.0,12867.5,10652.0,14170.5
UNC93A (54346),9443.0,7207.5,5349.0,5240.0,6906.0,6188.5,6464.0,4935.5,5273.0,7437.0,5720.5,5224.5,7240.0,4735.0,6570.5,2539.0,13792.0,5508.0,7000.0,8448.0,3369.0,6012.5,6362.5,5858.5,6614.5,5887.0,5713.5,5487.5
UNCX (340260),6514.0,6049.5,6132.0,4313.0,4460.0,5027.5,3930.0,5676.5,5887.0,5301.0,3886.5,5773.5,3803.0,4516.5,4341.5,4127.5,3990.0,4969.0,6116.0,9615.5,8672.0,4852.0,6079.0,5851.0,3352.5,4968.0,7062.0,9366.0
UNG (7374),7265.0,9489.0,7958.0,8058.5,8702.0,9642.5,7706.0,5468.5,8517.5,9594.0,8639.0,9065.0,8217.0,9683.5,5612.0,5677.0,10044.0,9394.0,7329.0,12008.0,10699.0,8011.5,8492.5,8448.0,8287.5,8469.0,8161.0,7033.5
UNK (85451),13518.0,12118.5,12545.0,12155.5,12450.0,11987.0,12093.0,11949.0,13087.0,13159.0,12209.0,11996.5,12276.0,13158.0,12157.0,13121.0,12338.0,12517.0,10843.0,9088.5,10706.0,11312.5,12738.5,10971.0,10881.5,12999.0,12902.5,10032.5
UNKL (64718),5628.0,6562.5,7307.0,6611.5,8167.0,7707.5,9061.0,9046.0,7758.5,5901.0,7991.0,10066.0,6021.0,8364.0,9284.0,7895.0,7243.0,11498.0,10055.0,5499.0,13087.0,5475.0,7106.5,7511.5,8496.0,5519.5,8837.0,6380.5
UPB1 (51733),6279.0,5271.0,5370.0,5995.0,5565.0,4520.5,5129.0,3883.0,6427.5,6272.0,3116.5,7470.5,6799.0,4791.0,5342.0,5220.0,4745.0,6415.0,3955.0,5041.5,2401.0,5991.5,6092.0,5074.0,5260.0,5305.0,7230.0,5824.5
UPF1 (5976),17362.0,17667.0,17496.0,17501.5,17542.0,17315.0,17385.0,17503.5,17303.0,17495.0,17193.0,17215.5,17252.0,17463.0,17374.5,17274.0,17712.0,17121.0,17545.0,17032.5,17590.0,17573.0,17478.0,17274.5,17598.0,17439.5,17708.0,17544.5
UPF2 (26019),17531.0,17603.0,17495.0,17569.0,17564.0,17602.5,17419.0,17625.0,17457.0,17601.0,17435.0,17610.5,17685.0,17434.0,17705.5,17681.5,17417.0,17476.0,17592.0,17406.0,17870.0,17579.5,17435.0,17396.5,17601.0,17468.5,17744.0,17547.0
UPF3A (65110),16138.0,16548.0,16429.0,16241.5,16515.0,15982.5,15874.0,16431.0,16385.0,16020.0,15997.0,16338.0,16483.0,16031.5,16412.0,16667.5,14402.0,16621.0,16975.0,15505.0,15602.0,16516.5,16108.0,15967.0,16248.0,16076.5,16151.0,16747.5
UPF3B (65109),8449.0,7626.0,6661.0,7894.0,6522.5,9195.0,10198.0,7461.0,7372.0,5813.0,7470.0,5410.0,5915.0,5094.5,7392.0,4982.5,8723.0,10739.0,6391.0,8441.5,7508.0,8331.0,11777.5,8448.5,8116.5,7850.0,4467.5,5048.5
UPK1A (11045),9719.0,11049.0,12632.0,12281.0,12106.0,10793.0,9858.0,13014.0,11084.0,12126.0,9999.0,10476.5,10003.0,11646.0,11055.5,12221.0,11717.0,13434.0,10970.0,10067.0,14339.0,10940.0,11991.0,10304.5,13027.5,13097.5,11495.0,10670.5
UPK1B (7348),4724.0,4390.5,5556.0,5294.0,4551.0,6198.0,4638.0,4859.5,5001.0,5797.0,4495.0,4778.5,5727.0,5554.0,5540.5,6598.0,3609.0,5048.0,7090.0,5151.5,4704.0,5037.0,4504.5,4884.5,4367.5,4610.0,5862.0,5344.0
UPK2 (7379),11745.0,12072.0,11463.0,12202.0,13277.0,12580.0,12697.0,12833.5,12314.5,13170.0,12372.0,13412.5,12502.0,12678.0,11837.0,14160.0,5979.0,10760.0,9999.0,14058.0,12139.0,12784.5,13523.5,12855.5,12474.0,12558.0,13826.5,13771.0
UPK3A (7380),7845.0,9051.0,7060.0,6667.0,9967.0,7209.5,8793.0,6099.0,9621.5,11459.0,6654.0,6599.5,9455.0,9963.0,8468.5,6910.0,11240.0,7014.0,12167.0,10567.5,7420.0,8208.5,9470.5,8843.0,9387.5,9938.5,13271.0,9605.0
UPK3B (105375355),1352.0,1280.5,1410.0,1105.5,1231.0,1458.5,1367.0,575.5,1391.0,757.0,1944.5,2149.0,2698.0,1336.0,1934.0,1970.0,584.0,254.0,2358.0,2954.0,749.0,1285.0,1661.0,1611.5,825.0,1707.0,555.0,3639.0
UPK3BL2 (107983993),12432.0,12070.5,13421.0,12155.0,12887.0,13249.5,12782.0,11845.0,12322.0,13171.0,13404.0,12951.0,11650.0,13995.5,11452.0,12949.0,7766.0,15968.0,13037.0,15220.5,10656.0,13323.5,11148.0,13482.0,13363.0,12475.0,10858.0,14302.0
UPP1 (7378),1675.0,3101.0,3662.0,2117.5,2541.0,2398.5,3049.0,2758.0,2069.0,1854.0,1872.0,1649.0,2673.0,3138.5,1441.5,2548.0,1070.0,2851.0,1556.0,498.5,2195.0,3757.5,3332.5,1879.5,3246.0,2045.0,2172.0,2773.5
UPP2 (151531),10627.0,11136.5,9905.0,10968.5,10202.0,8749.5,10484.0,10703.5,9494.0,9922.0,9638.5,8316.0,9006.0,8616.5,10787.0,9445.0,9575.0,12420.0,7228.0,8243.0,9058.0,10391.5,8976.0,11307.5,9856.5,10093.0,9308.0,13070.0
UPRT (139596),9459.0,9359.0,7844.5,8537.0,8201.5,8446.0,8442.5,9986.0,8811.0,8790.0,9383.0,9771.0,8828.0,7247.5,8509.0,9815.0,8757.0,8266.0,7733.0,11912.5,10088.0,8319.0,8768.0,8683.5,7868.5,8977.0,11929.5,7426.0
UQCC1 (55245),16005.0,15535.5,15033.0,15353.0,15260.0,15605.5,15475.0,15021.0,15460.0,14768.0,15395.0,15507.5,15224.0,15126.0,15417.5,16202.5,16272.0,15347.0,16322.0,16118.0,9537.0,14822.5,15243.5,16004.0,15858.0,15728.0,16083.5,15628.0
UQCC2 (84300),15846.0,15462.0,15790.0,15930.5,16217.0,15629.5,15994.0,15716.0,15565.0,15814.0,15929.5,15837.5,15534.0,15486.5,15610.5,16228.5,16686.0,14546.0,16202.0,15557.5,15881.0,15572.5,15414.0,15946.0,16212.5,16055.0,16045.5,16156.5
UQCC3 (790955),13197.0,13207.0,13840.0,13896.0,13804.0,13905.5,14259.0,13622.0,13659.0,13540.0,14926.0,13255.0,13509.0,14385.0,13189.5,13642.0,10816.0,13366.0,8274.0,13756.5,13802.0,14061.5,13185.5,14291.5,14352.5,14507.5,14609.5,14160.0
UQCR10 (29796),15544.0,15890.0,12950.0,15090.5,14980.0,15063.0,15433.0,13687.0,12840.5,15824.0,12566.0,14340.5,12675.0,14817.5,14721.0,13808.0,5221.0,15664.0,15576.0,11401.0,15609.0,14213.5,14437.5,15593.0,15023.0,15384.5,15633.5,7595.0
UQCR11 (10975),10227.0,8384.0,9770.0,10303.0,10003.0,9810.0,9252.0,9270.0,11075.0,10568.0,11652.0,10796.0,9438.0,10219.0,12912.0,11046.0,10912.0,13549.0,11370.0,10949.5,9819.0,9532.5,11181.5,11310.0,10390.0,10768.5,7685.5,10400.5
UQCRB (7381),16458.0,16343.5,16458.0,16387.5,16173.0,16410.5,16373.0,15749.0,15977.0,16556.0,16120.5,16494.5,16410.0,16377.5,16093.0,16111.0,15618.0,16378.0,16963.0,15430.5,16335.0,16017.0,16264.0,16584.5,16180.5,16298.0,15681.5,14311.5
UQCRC1 (7384),16775.0,16798.5,16255.0,16585.5,16364.0,16577.0,16694.0,16402.0,15811.0,16647.0,16217.5,16517.5,16424.0,16587.5,16196.0,16370.5,15509.0,15799.0,16513.0,14782.5,16601.0,16413.0,16939.5,16517.0,16655.0,16703.5,16660.0,14504.5
UQCRC2 (7385),17003.0,17275.5,16881.0,16918.5,16851.0,17089.5,17078.0,16747.5,16513.0,17148.0,16644.5,17039.5,16751.0,17088.0,16872.5,16721.0,17102.0,15849.0,16887.0,16639.5,17105.0,16747.5,16663.5,17135.5,16866.5,16983.0,17206.0,15161.0
UQCRFS1 (7386),16898.0,17028.5,16749.0,17054.0,16951.0,16877.0,16977.0,16942.5,16470.5,17044.0,16164.0,16814.0,16773.0,16924.5,16718.0,16806.5,14284.0,16624.0,17520.0,15941.5,16942.0,16699.5,16971.0,16881.0,16839.5,16977.5,16891.0,16359.0
UQCRH (7388),18118.0,18141.0,18099.0,18117.5,18129.0,18145.5,18141.0,18100.5,18181.5,18178.0,18076.5,18104.5,18121.0,18160.5,18084.0,18144.5,17690.0,18142.0,18146.0,18222.0,18132.0,18135.0,18042.0,18090.5,18128.0,18052.0,18184.5,18088.0
UQCRHL (440567),11.0,8.0,14.0,12.0,11.0,7.5,9.0,10.0,11.5,8.0,14.5,12.0,11.0,13.0,33.0,20.0,6.0,8.0,16.0,19.0,6.5,10.0,7.5,11.5,14.0,8.5,5.0,12.5
UQCRQ (27089),16297.0,16693.0,16390.0,16441.0,16233.0,16319.5,16575.0,16265.0,15967.0,16223.0,16245.0,16500.0,16317.0,16492.5,16320.5,16446.0,12267.0,16042.0,16534.0,15940.5,15951.0,16367.0,16347.5,16519.0,16679.0,16614.5,16217.5,15279.5
URAD (646625),6162.0,6065.0,3278.0,4958.5,3766.0,3610.5,3126.0,3366.0,4059.0,4868.0,4888.0,5354.5,4293.0,4166.5,4427.5,7628.0,4307.0,2642.0,3279.0,5347.0,3748.0,4817.5,5335.5,5274.0,5843.0,6814.5,7001.5,5557.5
URB1 (9875),17832.0,18058.0,17989.0,17971.0,17958.0,17875.0,17890.0,18065.0,17952.5,17955.0,17983.5,18001.5,17932.0,17932.0,17921.5,17941.5,17211.0,17882.0,17762.0,18012.5,17892.0,18092.0,17700.0,18043.0,17951.0,18037.0,17956.0,18036.5
URB2 (9816),16613.0,16937.0,16790.0,16807.0,16850.0,16822.0,16568.0,16836.5,16862.0,16822.0,16504.0,16834.5,16887.0,16835.0,16685.0,16984.0,16331.0,17457.0,16875.0,17166.0,16810.0,16892.0,16631.0,16758.5,16741.0,16694.0,16804.0,16444.5
URGCP (55665),8698.0,10669.0,10060.0,9305.5,11157.0,10438.5,9404.0,10437.0,9807.0,9715.0,9861.0,8769.0,11065.0,9726.5,9769.5,12182.0,14928.0,9686.0,9500.0,9213.5,11428.0,9858.0,9281.0,10153.5,10052.5,7290.5,11109.5,11776.5
URI1 (8725),17460.0,17589.5,17640.0,17573.0,17604.0,17546.0,17533.0,17656.5,17458.0,17465.0,17198.0,17573.5,17704.0,17488.5,17673.0,17197.0,17623.0,17423.0,17670.0,17380.0,17553.0,17645.5,17665.0,17449.0,17656.0,17649.5,17488.5,17736.5
URM1 (81605),17377.0,17211.5,17376.0,17182.0,17346.0,17239.0,17098.0,17268.5,17481.0,17310.0,17497.5,17358.0,17429.0,16878.5,17251.5,17167.0,16526.0,17689.0,17248.0,17203.5,17501.0,17449.0,17140.0,17368.0,17073.0,17219.5,17409.0,16944.0
UROC1 (131669),11078.0,12700.5,13579.0,12678.0,12858.0,12447.0,12375.0,12786.0,12895.5,10724.0,11861.5,11943.0,12544.0,12534.5,10993.5,13688.5,6075.0,11133.0,8431.0,11824.0,9150.0,12616.5,10531.0,13127.5,13447.0,12835.0,13913.5,13694.0
UROD (7389),17160.0,16897.5,16790.0,16901.5,16668.0,16437.0,16987.0,16984.5,16343.0,17546.0,16073.5,16687.0,16414.0,17080.0,15877.5,16481.0,15941.0,15936.0,16550.0,16891.5,16048.0,16472.5,17221.5,16224.5,16838.0,16738.5,16600.5,17037.0
UROS (7390),16345.0,14424.5,14173.0,14683.0,12950.0,13986.0,14465.0,14524.5,14122.5,16345.0,13839.0,14697.5,14049.0,13845.5,14311.5,14268.5,13658.0,9092.0,14867.0,14781.5,10495.0,14755.5,15061.0,14086.0,14474.0,14434.5,12417.5,14704.5
USB1 (79650),10013.0,9960.0,10017.0,10194.0,9890.0,7882.5,9778.0,11327.0,10737.0,10044.0,8316.0,7962.0,9743.0,11748.0,9114.0,8130.0,11177.0,11401.0,10567.0,6607.5,12757.0,11621.5,10223.0,8841.5,9904.5,10586.0,10354.0,11569.0
USE1 (55850),15189.0,15940.0,16313.0,16164.0,16169.0,14747.0,16060.0,15734.0,15939.5,16040.0,14870.0,15632.0,16143.0,15977.5,15992.5,16078.5,15799.0,15885.0,15889.0,15064.0,15576.0,16309.5,15824.0,16312.0,15901.5,15839.5,16293.5,16652.5
USF1 (7391),11005.0,11078.0,13440.0,12879.5,12685.0,10675.5,12428.0,11694.5,11942.5,13235.0,12868.0,12043.0,12609.0,12018.5,12186.5,11474.0,4118.0,10483.0,10715.0,14512.0,14680.0,12042.0,13786.5,11904.5,10406.0,12191.5,11263.5,11103.0
USF2 (7392),15310.0,16239.5,16285.0,16417.5,16581.0,16386.5,16462.0,16103.5,16084.5,16589.0,16318.0,16089.0,16341.0,16400.5,16257.5,16648.5,16811.0,17032.0,17151.0,15787.5,16096.0,16325.5,16008.0,16280.0,16419.5,16084.0,16485.0,16506.5
USF3 (205717),2468.0,2417.5,3012.0,2046.5,2281.0,1832.0,2123.0,1347.0,2101.0,2537.0,2055.0,2816.0,2200.0,2767.5,4372.5,2446.5,1028.0,1519.0,4889.0,4183.0,1107.0,2753.0,2412.5,1492.0,1888.5,2119.0,3320.0,3524.5
USH1C (10083),1902.0,1348.0,1651.0,1110.5,1187.0,1125.0,894.0,641.0,1105.0,1240.0,966.5,1176.0,1363.0,1528.5,478.0,1370.0,200.0,2802.0,1428.0,742.0,824.0,1304.0,972.0,1811.5,1433.5,1229.0,1119.5,1502.5
USH1G (124590),16189.0,15501.0,15814.0,15759.5,16007.0,15440.5,15633.0,15830.0,15917.0,15665.0,15719.0,15668.0,15563.0,15808.0,16346.5,16228.0,15921.0,15955.0,15265.0,13593.5,15918.0,15729.5,13562.0,15898.0,16091.0,15595.0,15952.5,16493.0
USH2A (7399),4170.0,5206.5,2983.0,4636.0,5146.0,4610.0,4098.0,4424.5,4465.5,5068.0,3135.0,5884.0,6301.0,4402.0,5111.0,1896.0,3918.0,2331.0,9915.0,4817.0,7306.0,2899.0,5484.5,5506.5,4558.0,3677.0,7276.5,3869.0
USHBP1 (83878),14254.0,13686.5,13720.0,14267.5,13602.0,13871.0,13944.0,14824.0,13403.5,14186.0,12578.0,13182.0,12964.0,13938.0,12992.0,13448.0,15755.0,12607.0,14076.0,15326.0,13600.0,14824.5,14180.0,14097.0,13641.0,14375.5,13867.5,13777.0
USP1 (7398),12587.0,14036.5,14816.0,14124.5,15082.0,14793.5,14647.0,13824.0,14302.5,13154.0,15703.5,14503.0,15093.0,12866.5,15029.5,15224.0,7704.0,16772.0,12551.0,11078.5,14133.0,13156.5,10719.5,13324.5,14083.0,13161.0,12733.5,14252.0
USP10 (9100),16434.0,16484.0,16443.0,16420.0,16444.0,16413.0,16613.0,16589.5,16530.0,16404.0,16196.5,16468.5,16238.0,16561.0,16574.5,16405.0,14804.0,15974.0,16637.0,16450.5,16361.0,16628.5,16464.0,16389.5,16312.0,16364.5,16300.0,16200.5
USP11 (8237),3057.0,3678.0,2682.0,2404.0,2410.5,2327.5,2152.0,3138.0,2954.0,3301.0,2017.0,2928.0,2334.0,2175.5,3045.0,1502.0,5285.0,453.0,6782.0,304.5,2100.0,5434.0,3977.0,1476.5,1642.0,2406.0,3848.0,1710.0
USP12 (219333),3172.0,3560.0,3224.0,4422.0,3434.0,3233.5,3412.0,3975.0,2490.5,6451.0,3880.5,2295.5,4248.0,2243.5,3794.0,5085.5,6717.0,2671.0,2732.0,5082.5,5011.0,3097.0,3104.0,3783.0,2140.5,2328.5,2614.5,1992.0
USP13 (8975),9604.0,10010.0,8861.0,9057.5,9240.0,9325.0,8987.0,8240.0,8624.0,8579.0,7015.0,7777.0,9082.0,8959.0,5942.5,9130.5,5513.0,6610.0,12252.0,8699.5,12483.0,9868.0,9498.5,7403.5,7190.5,10556.0,7568.0,10119.5
USP14 (9097),9754.0,8030.0,10547.0,9343.5,9745.0,12873.0,11945.0,11765.0,10260.5,11169.0,7097.5,10646.0,13497.0,10209.0,8838.0,10229.0,16376.0,8205.0,12781.0,9395.0,8480.0,8664.5,12300.0,6396.5,8433.0,9551.0,9921.5,13157.5
USP15 (9958),4074.0,4890.0,6741.0,9546.0,4168.0,5668.0,7954.0,6597.5,5034.0,4771.0,4261.0,6142.5,7375.0,6887.0,4581.0,11382.5,14191.0,8680.0,11638.0,3404.0,5207.0,8013.0,3211.5,4519.5,6904.5,8036.0,8056.5,12435.0
USP16 (10600),7884.0,8741.0,11438.0,9237.5,8966.0,8516.5,8556.0,7983.0,11384.5,9000.0,8017.0,7599.5,7644.0,8593.0,6367.0,9535.5,8011.0,5725.0,3702.0,6434.5,4901.0,9713.0,6820.0,9556.0,8286.5,9153.0,9287.0,10524.0
USP17L10 (100287144),8691.0,9056.5,8607.0,6727.5,7133.0,9591.5,8943.0,8538.5,9065.0,7211.0,11413.5,8945.0,6877.0,10317.5,7465.0,7242.5,5988.0,7397.0,1372.0,6652.5,7572.0,6789.5,6398.5,7993.5,8760.5,5356.0,8960.0,10818.5
USP17L12 (100287205),15054.0,14899.5,14896.0,14794.5,15281.0,15095.0,14475.0,15661.5,15446.5,14917.0,15712.0,15496.5,14982.0,14671.0,15099.5,15063.5,11790.0,15109.0,12798.0,15853.0,14385.0,14913.0,14526.0,13955.5,13859.5,15008.5,14308.0,16109.0
USP17L13 (100287238),8351.0,6516.0,8853.0,7510.5,8600.0,8877.0,8484.0,9546.5,10344.5,6820.0,10449.5,10410.0,9001.0,6304.5,8783.5,12802.0,9176.0,5581.0,6833.0,8340.5,10086.0,8724.5,9673.5,7533.5,5604.0,6956.5,7985.0,13096.0
USP17L28 (728400),17.0,25.0,30.0,19.0,21.0,23.0,13.0,22.0,25.0,21.0,24.5,30.5,35.0,18.0,17.0,53.0,8.0,37.0,20.0,80.0,47.0,25.5,15.0,18.5,20.5,22.5,16.0,19.0
