,Leukemia,Colon/Colorectal Cancer,Bladder Cancer,Lung Cancer,Ovarian Cancer,Skin Cancer,Breast Cancer,Pancreatic Cancer,Brain Cancer,Lymphoma,Kidney Cancer,Sarcoma,Bone Cancer,Gastric Cancer,Neuroblastoma,Rhabdoid,Prostate Cancer,Fibroblast,Gallbladder Cancer,Thyroid Cancer,Bile Duct Cancer,Head and Neck Cancer,Myeloma,Liver Cancer,Endometrial/Uterine Cancer,Esophageal Cancer,Cervical Cancer,Eye Cancer
UBE2U (148581),4232.0,5329.0,5742.0,6332.5,4817.0,5600.0,6357.0,5709.0,4884.0,5314.0,5590.0,6081.5,6507.0,7877.0,5757.0,4342.5,8269.0,4972.0,8749.0,3835.5,6352.0,6676.0,5819.0,5179.0,6131.5,5247.5,3933.0,1979.5
UBE2V1 (7335),55.0,88.5,111.0,95.0,76.0,50.5,81.0,207.5,204.5,267.0,85.5,70.0,247.0,63.0,161.0,77.0,1353.0,140.0,62.0,66.5,58.0,148.0,136.5,103.5,163.5,68.5,166.5,391.0
UBE2V2 (7336),10186.0,11772.0,11448.0,12036.5,11750.0,10640.0,11202.0,13148.0,11810.5,9867.0,12074.5,9612.5,12045.0,10111.0,9084.0,13052.5,9374.0,15501.0,11644.0,13928.0,7309.0,11914.0,10763.0,12031.5,11278.0,10649.0,10943.5,12425.5
UBE2W (55284),7208.0,8618.5,8477.0,8314.5,9232.0,10220.0,8042.0,7163.5,8521.5,9371.0,10112.5,9170.0,8791.0,7969.0,7717.5,9115.0,13464.0,5039.0,12565.0,11688.5,12179.0,7851.0,8285.5,8928.0,8062.0,7549.0,7169.0,8109.5
UBE2Z (65264),15257.0,16273.0,15369.0,15653.0,15967.0,15792.0,15524.0,15812.5,15533.0,15122.0,15696.5,15888.5,16175.0,16309.5,15509.0,14867.0,16052.0,16532.0,16652.0,16314.5,15841.0,15757.5,14334.5,15820.0,15722.0,15777.0,16034.0,16151.0
UBE3A (7337),9919.0,7999.0,9160.0,8734.5,9253.0,9281.5,9253.0,6603.5,8843.0,10921.0,6411.0,10545.0,9507.0,6519.0,9556.5,9019.0,15644.0,8514.0,8551.0,5607.0,10468.0,9408.0,9731.0,9378.0,8821.0,8314.5,17113.5,9989.5
UBE3B (89910),6800.0,6015.5,5419.0,6350.5,5475.0,5325.0,6652.0,7370.5,6301.5,7430.0,5179.0,5928.5,4617.0,5506.0,7386.0,5264.5,10008.0,10252.0,1598.0,4334.5,4850.0,4876.5,8699.0,6572.0,5262.0,6189.0,6658.5,5917.5
UBE3C (9690),10127.0,10051.0,9656.0,9088.0,10160.0,10372.5,8802.0,8965.0,10545.0,8712.0,9915.0,9108.0,10691.0,9833.0,8422.5,7918.0,6567.0,10694.0,10659.0,7349.0,10414.0,10057.0,7977.0,10251.0,9796.5,7562.5,7059.0,10025.0
UBE3D (90025),11153.0,11349.0,14176.0,12778.0,14276.0,13088.0,12310.0,12662.5,12295.5,13079.0,12886.0,14107.0,15402.0,14059.5,16491.5,14364.5,11010.0,16384.0,16100.0,15731.5,16180.0,14606.5,12427.5,14124.5,13623.5,11945.0,14422.0,15576.5
UBE4A (9354),2376.0,2421.5,1183.0,1562.0,1129.0,1674.0,1330.0,1661.0,866.5,1485.0,1691.5,1176.5,1505.0,2540.0,1743.0,2125.5,1539.0,302.0,2303.0,1713.0,1134.0,1623.0,854.0,2071.0,2410.5,2014.0,950.0,447.0
UBE4B (10277),15717.0,15010.0,15066.0,15608.0,15545.0,15575.0,14903.0,15899.0,15881.0,15723.0,15517.5,15528.0,16273.0,15423.5,14823.5,14982.0,16449.0,14914.0,16327.0,14098.5,16247.0,15433.0,16235.0,15568.0,15436.5,15358.0,13808.5,15273.5
UBFD1 (56061),14940.0,14406.0,14999.0,14978.5,15238.0,15265.5,15125.0,13898.0,14783.5,14493.0,15089.5,13803.0,15168.0,14286.0,14288.5,14727.5,10149.0,14145.0,16320.0,10668.5,14513.0,13324.0,14805.5,15066.0,15409.5,13660.5,14846.5,15810.0
UBIAD1 (29914),13228.0,15682.0,14317.0,16530.5,15581.0,16338.5,14886.0,16228.5,15382.5,15514.0,15290.5,15521.5,15348.0,15504.5,13974.0,16627.5,17021.0,16901.0,16171.0,14304.5,16848.0,15315.5,14173.5,14831.0,14589.0,13896.0,14307.0,14130.5
UBL3 (5412),5005.0,5562.5,5817.0,6139.0,6950.0,6042.0,5577.0,6388.5,5522.5,5915.0,5853.5,7180.0,6936.0,6053.0,6801.0,6440.5,8870.0,979.0,2021.0,8701.5,8576.0,7014.5,4574.5,5367.0,6525.0,6045.5,8886.5,7009.5
UBL4A (8266),1817.0,1834.0,1394.0,2271.0,1355.5,1795.0,1721.5,2473.0,2173.0,1740.0,1984.0,1563.5,1358.0,1819.5,3019.0,1983.5,6313.0,3738.0,6921.0,5309.0,5077.0,2172.0,2466.0,1772.5,2224.5,1804.0,2294.5,862.0
UBL4B (164153),13388.0,13556.5,13340.0,13744.5,13425.0,13855.0,13353.0,13064.0,13615.0,13040.0,14371.0,13178.5,13579.0,13320.0,14430.0,12708.0,9242.0,13015.0,15466.0,12594.0,13028.0,13533.5,12086.0,13871.5,13909.5,12752.5,14082.0,11621.0
UBL5 (59286),18191.0,18088.0,18083.0,18079.5,18082.0,18050.5,18128.0,18034.5,18074.5,18166.0,18067.0,18080.0,18097.0,18073.5,18050.5,18147.5,17939.0,18138.0,18018.0,18078.0,18046.0,18086.5,18145.5,18097.0,18079.5,18066.5,18025.5,18178.5
UBL7 (84993),6959.0,6456.5,7546.0,8481.0,7302.0,8223.0,6948.0,8175.5,6991.0,7278.0,6097.0,6020.5,7995.0,5652.5,4941.5,7442.5,9948.0,11790.0,10492.0,4967.0,8905.0,7541.0,11376.5,7952.5,8235.0,8069.0,9846.0,6140.5
UBLCP1 (134510),2155.0,1407.5,2048.0,1747.5,1315.0,1899.5,1743.0,1454.5,2031.0,1560.0,1754.5,1933.0,1332.0,1327.5,1369.0,3622.0,9336.0,858.0,303.0,631.5,593.0,1619.5,2384.0,1361.0,1714.5,1427.5,624.5,2382.0
UBN1 (29855),12430.0,12264.5,11170.0,12409.5,13077.0,12472.5,13261.0,13135.5,12798.5,11919.0,11678.0,11025.0,12302.0,12328.5,11653.5,9971.5,9920.0,11946.0,11956.0,12210.5,15020.0,12466.0,10387.5,12867.5,12751.0,12441.5,13503.0,12490.5
UBN2 (254048),11645.0,12885.0,12307.0,12662.5,13926.0,12672.0,12685.0,13037.5,13639.5,12613.0,13017.0,12841.0,12445.0,12028.0,14060.5,12625.5,10050.0,10416.0,12831.0,13403.0,13500.0,11685.0,12629.0,12775.0,12129.0,11908.0,10455.0,14236.0
UBOX5 (22888),7986.0,5434.0,6948.0,7345.0,7355.0,6266.5,7003.0,8629.0,7297.0,4353.0,7049.0,6589.0,7262.0,6097.0,8566.0,10375.0,3879.0,12310.0,8893.0,6718.0,7312.0,6386.5,7601.0,7156.5,6358.5,5737.0,4368.0,4375.0
UBP1 (7342),5810.0,8520.0,9582.0,9004.0,9263.0,10274.0,7934.0,11238.0,10184.0,5966.0,9920.0,10558.5,8831.0,9454.5,11759.0,10547.0,12172.0,9993.0,8216.0,8702.0,10977.0,9617.5,5979.5,9455.5,10612.5,9606.0,6423.5,8661.5
UBQLN1 (29979),14101.0,14798.5,13481.0,13994.5,13680.0,15263.0,13828.0,14446.0,13038.5,11126.0,14712.5,13199.5,13361.0,14370.0,11488.5,13644.0,15096.0,15067.0,12427.0,10325.5,14919.0,13297.0,13288.0,13818.0,13540.0,14142.5,12563.0,12455.5
UBQLN2 (29978),8226.0,8242.0,9211.5,9600.0,9576.0,8203.5,9903.5,10162.0,8805.0,6263.0,8219.0,9453.5,9797.0,10398.0,8723.0,9564.0,12805.0,12009.0,12302.0,7792.5,11964.0,7803.0,8437.0,8775.0,9245.0,11245.0,10910.5,9374.5
UBQLN3 (50613),5281.0,4831.0,4446.0,5328.0,5586.0,5488.0,4447.0,7329.5,4635.0,5342.0,5667.0,4327.0,6369.0,5356.0,5590.5,7070.0,2966.0,8130.0,7831.0,8505.5,8055.0,4654.0,5979.0,4824.5,5820.5,6093.0,5564.5,6652.0
UBQLN4 (56893),16215.0,16550.5,16512.0,16403.5,16344.0,16268.5,16256.0,16579.0,16164.0,16371.0,16072.0,16380.5,16469.0,16205.5,16493.0,16470.5,16078.0,16529.0,16841.0,16793.5,15974.0,16433.5,16444.5,16083.5,16229.5,16545.5,16333.0,16103.0
UBQLNL (143630),3194.0,5452.0,5472.0,4797.5,6488.0,5069.0,5637.0,5528.0,4845.5,5053.0,3959.0,5757.0,5317.0,4772.0,4270.0,8057.0,2375.0,6816.0,6947.0,4981.0,2984.0,3570.0,5210.5,6707.0,4796.5,3549.0,3930.0,3017.0
UBR1 (197131),8942.0,10037.5,8026.0,8656.0,8460.0,6986.5,8116.0,7935.5,8008.0,9793.0,7274.0,10342.5,6683.0,9448.5,11436.0,9239.0,8119.0,5433.0,12051.0,10507.5,5305.0,9466.5,8191.5,8937.0,7074.0,9155.5,11053.0,7641.0
UBR2 (23304),9407.0,12905.5,11468.0,11500.5,10811.0,10720.0,11686.0,11218.0,11555.5,9332.0,11208.0,13584.5,11366.0,12519.0,13154.5,11670.5,9512.0,13186.0,7835.0,9334.0,12224.0,12128.0,12396.5,10327.5,9879.0,12326.5,13841.0,13783.5
UBR3 (130507),12866.0,12703.0,12240.0,11576.0,11791.0,11155.5,12198.0,10287.5,12221.5,13025.0,12310.0,13478.5,12974.0,13015.0,13129.5,12724.0,15831.0,15443.0,10910.0,11813.0,13073.0,12134.0,12733.0,13014.5,11936.0,11575.5,13635.0,13798.0
UBR4 (23352),17455.0,17812.5,17765.0,17772.0,17693.0,17693.0,17842.0,17609.5,17570.5,17496.0,17413.5,17739.0,17578.0,17807.0,17360.5,17820.5,17285.0,17789.0,17181.0,18020.5,17813.0,17953.5,17497.5,17426.5,17571.5,17845.0,17357.5,17031.0
UBR5 (51366),16506.0,16868.0,16409.0,16871.0,16853.0,16628.0,16664.0,16772.0,16590.0,16889.0,16388.0,16807.5,16991.0,16729.0,17002.0,17029.5,17335.0,16673.0,17178.0,17331.0,17093.0,17130.5,16483.5,16855.0,16485.5,16797.0,16435.5,16797.5
UBR7 (55148),6680.0,6861.0,4970.0,6111.5,6978.0,6640.0,7251.0,6782.5,7117.5,6895.0,8042.5,6720.5,6568.0,5509.5,7386.0,5959.0,6497.0,3547.0,3546.0,2993.0,6938.0,6285.5,7951.0,6770.5,6642.0,4768.0,4704.5,5710.5
UBTD1 (80019),3277.0,2278.5,3011.0,2497.0,2506.0,2388.5,2474.0,2311.0,3466.5,1999.0,4473.0,2395.5,1646.0,3375.5,3334.5,4030.0,2923.0,4495.0,5659.0,5646.5,2367.0,3580.5,3359.5,3384.5,1941.0,3022.0,7088.5,3575.0
UBTD2 (92181),5301.0,3125.0,3247.0,3654.0,3666.0,2863.0,3948.0,3908.5,3237.0,5032.0,4746.0,4552.0,2938.0,2489.0,2921.5,3717.5,3612.0,2969.0,1922.0,3520.0,4328.0,2995.0,3342.0,4641.0,2783.5,2566.5,1390.5,3971.0
UBTF (7343),17979.0,18020.0,18031.0,17982.5,18059.0,17897.5,18028.0,18000.0,18070.5,17956.0,18020.5,18013.0,18095.0,17982.0,17927.5,18133.0,17746.0,18058.0,18056.0,18031.5,17985.0,17943.5,17928.5,18038.0,17941.5,17890.5,18026.5,18038.0
UBXN1 (51035),8274.0,7758.5,8607.0,9282.5,8248.0,9643.0,9642.0,7844.0,9355.0,9912.0,9219.0,8322.5,6903.0,9105.5,4752.0,7773.5,4164.0,11607.0,2354.0,8895.0,10401.0,10891.5,9715.0,8037.0,9133.0,9079.0,11311.5,7973.5
UBXN10 (127733),7574.0,8805.0,7496.0,8548.0,6824.0,8154.5,8603.0,7037.0,8882.5,7816.0,8801.0,9847.0,8336.0,7509.5,6898.5,8308.5,6237.0,12583.0,10730.0,8078.5,8544.0,7167.5,9331.5,8152.5,7699.0,7079.5,6360.0,11046.5
UBXN11 (91544),6504.0,7351.0,6155.0,7629.0,7032.0,7885.0,7052.0,8239.5,8179.5,5536.0,7119.5,8500.0,7538.0,7255.5,7078.5,8099.5,9596.0,8723.0,8319.0,11503.5,7596.0,6594.0,7494.5,8394.0,9907.0,8727.5,7523.5,6414.0
UBXN2A (165324),917.0,1459.5,1560.0,1084.5,1238.0,1027.0,1100.0,2196.5,756.0,693.0,773.0,692.0,477.0,1116.0,1157.0,1273.0,2118.0,6276.0,495.0,112.0,260.0,1131.0,745.5,1246.0,1252.5,1444.0,657.0,899.0
UBXN2B (137886),5586.0,6643.0,10140.0,8492.5,7995.0,5942.5,7059.0,7404.5,6712.5,8042.0,8558.0,9247.0,6752.0,7796.0,6987.5,3895.5,12583.0,6496.0,12917.0,8115.0,9921.0,8669.5,8635.0,7986.5,7935.0,6580.0,9559.0,5996.0
UBXN4 (23190),8746.0,7152.5,5085.0,8007.0,6099.0,8360.0,5889.0,6213.0,5514.0,7405.0,8557.5,5825.0,6971.0,7412.5,5355.0,6604.5,1035.0,8383.0,10968.0,5251.0,10596.0,6125.5,8149.0,8855.5,8361.5,6245.5,6417.0,7656.0
UBXN6 (80700),12241.0,11476.5,12901.0,12216.0,13234.0,12534.5,12284.0,13192.0,12139.0,13024.0,12244.0,13137.0,13231.0,11794.0,11876.5,14464.0,11631.0,15070.0,11289.0,13682.0,13586.0,12556.5,12519.5,13280.0,14152.5,12772.5,11149.0,12725.5
UBXN7 (26043),10415.0,11419.5,12635.0,11993.0,12917.0,13221.0,11849.0,12077.5,12270.5,13345.0,11749.0,11859.0,10072.0,11464.0,11248.5,14368.0,10280.0,12648.0,12726.0,11539.0,9686.0,7284.0,11820.0,10543.5,12313.5,10628.0,9475.0,11434.5
UCHL1 (7345),9613.0,9973.5,10473.0,10827.0,11009.0,9554.5,8311.0,9454.5,10079.5,6711.0,8910.0,9850.5,10448.0,10486.0,10865.5,8866.0,8216.0,12483.0,11834.0,5807.0,7606.0,9364.5,6327.5,9791.5,10891.0,10096.0,13199.5,8708.0
UCHL3 (7347),11593.0,12265.5,12823.0,10880.0,11914.0,13148.0,11277.0,12656.5,10794.0,10651.0,14053.0,11151.0,11254.0,11597.0,10544.0,12227.0,7132.0,9157.0,10889.0,12425.0,12590.0,10599.5,9488.0,11515.5,10560.5,9616.5,8587.5,11699.5
UCHL5 (51377),15323.0,16183.0,16371.0,16102.0,15968.0,16234.0,15815.0,15913.0,16147.5,16231.0,16207.5,16375.5,16496.0,15880.0,15908.0,15625.0,16667.0,16885.0,12467.0,15787.5,16115.0,15626.0,15576.5,16092.5,15357.5,15688.5,15737.0,16090.0
UCK1 (83549),14001.0,13712.0,12778.0,14138.5,14314.0,13752.5,14177.0,14188.5,13617.0,13489.0,13324.5,13789.0,13957.0,13415.0,14826.0,14489.5,15067.0,12691.0,15581.0,13890.0,13599.0,14572.5,13895.0,13734.5,13429.5,14072.5,13594.5,14128.0
UCK2 (7371),10490.0,10694.0,8935.0,10063.0,10426.0,11468.0,10452.0,10412.0,9854.5,11440.0,11480.0,11860.0,11322.0,10800.5,8261.0,8282.0,9521.0,12249.0,12192.0,8927.0,6324.0,10609.5,11718.0,10594.0,9446.5,10774.5,8912.0,7252.0
UCKL1 (54963),8752.0,7998.5,7416.0,8112.5,9743.0,9805.0,10107.0,10589.5,8786.5,7768.0,8302.5,8064.0,8217.0,8196.5,9283.0,7763.5,9608.0,5712.0,9954.0,5402.5,8186.0,7095.5,6357.0,9459.0,8088.0,9654.0,7058.0,9189.0
UCMA (221044),11265.0,10645.5,10622.0,10171.0,9103.0,9665.0,10848.0,10341.5,10187.0,9715.0,9754.5,9542.0,9753.0,8467.0,12579.0,11511.5,13558.0,4748.0,11642.0,6618.0,13409.0,10390.5,10900.0,10038.0,8015.5,10745.5,8426.0,8795.5
UCN (7349),15297.0,15224.5,15439.0,15272.0,15478.0,15191.5,15177.0,15179.0,15571.5,14936.0,15274.5,15518.5,15311.0,14923.0,15790.5,15680.0,16796.0,16101.0,15057.0,15497.5,14188.0,15356.5,14251.0,15332.0,15170.5,15270.5,14842.0,16145.0
UCN2 (90226),11493.0,9678.0,9369.0,9020.0,9843.0,9906.0,9054.0,10090.5,10896.0,7642.0,10213.0,10765.5,10464.0,11832.0,8182.5,9013.0,5089.0,12251.0,8420.0,11331.5,8675.0,8759.5,8387.5,11019.5,10623.5,9605.0,10831.0,10593.0
UCN3 (114131),3317.0,4318.5,3439.0,3106.5,2591.0,3552.0,3436.0,2567.5,3045.5,2583.0,3252.0,3708.0,3815.0,3066.0,3706.0,4077.5,1163.0,1255.0,11942.0,4311.0,3173.0,3491.5,3572.0,3152.0,3093.5,2910.5,6613.0,4798.0
UCP1 (7350),7999.0,5126.5,6402.0,6115.0,7128.0,7598.0,6359.0,5868.0,7566.0,5626.0,7048.5,8052.0,7110.0,8661.5,8379.5,7592.5,10814.0,5448.0,5539.0,5424.0,8521.0,6347.0,6859.5,7885.5,6452.0,8179.5,6044.5,8280.5
UCP2 (7351),8059.0,7693.5,7103.0,7837.0,7641.0,7197.0,5931.0,7913.5,7082.5,8877.0,5707.0,6604.5,6073.0,8165.5,5993.5,5968.5,6483.0,6051.0,4312.0,9331.5,8645.0,9173.5,8437.0,5737.0,7587.5,8932.0,9020.0,6817.0
UCP3 (7352),7111.0,6780.5,6821.0,7429.0,6053.0,4679.0,5575.0,6914.0,6149.0,6299.0,4681.5,4867.0,7078.0,6303.5,6169.0,5720.0,1967.0,1167.0,6129.0,5835.0,10037.0,7930.0,5337.0,5279.5,5006.0,6409.0,7198.0,6622.5
UEVLD (55293),2822.0,4211.0,3062.0,3727.5,3582.0,5966.0,6260.0,5007.5,4773.0,2525.0,4061.5,3792.5,2508.0,5327.0,4328.5,3035.5,4557.0,4901.0,3108.0,5471.5,8011.0,2090.0,4689.5,6093.0,3481.0,3423.5,4340.0,2575.0
UFC1 (51506),12334.0,12109.0,13735.0,13525.0,13729.0,12647.5,11492.0,13241.0,14039.5,10304.0,15320.0,12037.5,13463.0,14687.0,11837.0,9373.0,11949.0,13814.0,10297.0,14564.5,15176.0,14170.0,14004.0,14959.0,12115.5,13122.0,14505.0,7060.5
UFD1 (7353),17690.0,17685.0,17559.0,17721.0,17747.0,17564.0,17747.0,17570.5,17532.5,17777.0,17453.0,17672.5,17764.0,17636.5,17477.0,17874.5,18017.0,17807.0,17790.0,17528.0,17450.0,17543.5,17642.0,17597.5,17725.5,17532.5,17871.0,17806.0
UFL1 (23376),16099.0,16519.0,16408.0,16257.5,16450.0,16156.5,15971.0,16631.0,16543.0,14952.0,16703.5,15874.5,15971.0,16564.0,15535.5,15874.5,12810.0,16393.0,15767.0,16879.5,16666.0,16530.0,16870.5,16701.0,15975.0,16213.0,16103.0,14057.0
UFM1 (51569),17283.0,17221.0,17248.0,17147.5,17469.0,16980.0,17106.0,17412.5,17327.0,16650.0,17538.25,16967.0,16924.0,17554.5,16890.5,16776.5,15840.0,17496.0,16466.0,17699.0,17746.0,17226.0,17761.5,17524.0,16904.0,17068.5,16742.0,16433.5
UFSP1 (402682),10914.0,11402.5,10690.0,10554.0,10837.0,12526.5,11087.0,9215.5,10968.5,10991.0,11187.0,10237.5,9326.0,12789.0,8387.0,11448.5,2700.0,9898.0,13016.0,7454.5,7576.0,10682.5,6874.0,12086.5,12509.0,11859.5,9629.5,9970.5
UFSP2 (55325),14346.0,14178.0,14953.0,13874.5,14978.0,13995.5,11642.0,15558.0,14899.0,12725.0,15734.5,11654.0,13757.0,15119.0,12601.0,14152.0,5474.0,14445.0,7295.0,16040.0,14812.0,14648.5,15477.0,15701.5,10115.5,14367.5,13118.5,8506.0
UGCG (7357),12364.0,13275.0,14951.0,12899.0,13299.0,11798.0,11975.0,13364.5,11816.0,10576.0,14404.0,11843.0,14319.0,10745.5,13368.0,11009.5,15239.0,14395.0,8958.0,12656.5,13565.0,15416.5,10976.5,13591.5,12884.0,14495.5,14067.5,12761.5
UGDH (7358),11016.0,11908.0,11026.0,11569.5,11916.0,10571.0,10748.0,12066.5,10783.0,9507.0,9803.5,11613.5,11791.0,11989.5,11265.0,10997.0,7653.0,13478.0,6457.0,9168.0,8964.0,12663.5,13044.5,12530.5,11791.5,12023.5,11997.0,12377.0
UGGT1 (56886),5728.0,9560.5,6458.0,9182.0,8127.0,6498.0,6268.0,10320.5,7434.0,8460.0,9290.0,7313.5,9030.0,7730.5,8124.0,8385.0,6904.0,10751.0,5375.0,8804.0,7622.0,10261.5,7682.5,9587.5,8813.5,6245.5,5049.0,8471.0
UGGT2 (55757),11732.0,12481.0,11972.0,10890.0,11055.0,10029.5,10713.0,11320.0,10837.5,10308.0,9020.0,11614.5,9906.0,10907.0,12537.0,9806.5,11413.0,10962.0,13935.0,12699.5,7465.0,10891.0,8090.0,12062.5,10815.0,9948.0,10075.0,11791.5
UGP2 (7360),14882.0,15507.5,15809.0,15188.5,14988.0,15637.5,15476.0,15836.0,13944.5,15765.0,16232.5,15154.5,14223.0,15707.0,13790.5,15059.0,14362.0,14703.0,15441.0,15635.5,16028.0,15621.5,15891.5,15691.5,15035.0,15225.5,16253.0,15538.0
UGT1A1 (54658),7771.0,7792.5,7585.0,7786.0,8516.0,6105.0,8041.0,7039.0,8976.5,7016.0,7790.0,7504.5,8095.0,7704.0,6581.0,7708.0,5564.0,6110.0,8853.0,5131.5,5003.0,7832.5,6946.5,8056.5,7739.5,8359.0,6309.0,6600.0
UGT1A10 (54575),5675.0,5459.5,5211.0,5112.0,6030.0,5416.5,6199.0,5360.0,5353.0,4070.0,7096.0,5152.0,5229.0,4398.5,4639.0,7182.0,10046.0,1020.0,6133.0,5415.0,4833.0,4503.0,7117.5,5204.0,4074.5,6376.5,4880.0,5137.0
UGT1A3 (54659),11154.0,11218.5,12614.0,13094.5,12910.0,11661.5,12365.0,13223.0,13084.0,12579.0,13410.5,13384.0,12107.0,11973.5,13051.5,12596.5,12599.0,11677.0,10386.0,10824.5,11458.0,11875.0,10375.0,12168.5,12311.0,11525.0,12176.0,14315.0
UGT1A4 (54657),11404.0,10577.0,10363.0,11028.0,11508.0,12011.0,11584.0,11478.0,10225.5,11384.0,11158.0,12518.5,10993.0,11845.5,12628.0,11752.5,12562.0,9363.0,9191.0,10161.5,11106.0,10630.0,11003.5,9799.5,9194.5,9908.5,11362.5,13457.5
UGT1A5 (54579),4373.0,5153.0,4515.0,4702.5,4503.0,4829.0,4956.0,5812.0,4709.0,6439.0,5597.0,5352.5,4135.0,5096.5,6568.0,3283.0,3721.0,3827.0,5963.0,5577.5,6935.0,3659.5,4238.5,3717.0,5421.0,4048.5,3859.5,4353.5
UGT1A6 (54578),11041.0,10669.0,8885.0,9614.5,10214.0,8112.0,11213.0,10107.0,9108.0,10767.0,7024.5,8832.5,6852.0,8525.0,6385.0,10604.5,11248.0,7763.0,9878.0,12696.5,8749.0,9959.5,9192.0,9873.5,12228.5,9991.0,12216.0,7156.0
UGT1A7 (54577),11771.0,12662.0,12156.0,12377.0,12555.0,12534.5,12421.0,12228.0,13068.0,12438.0,13163.0,12503.0,11424.0,13484.5,13475.5,12932.5,13654.0,13461.0,9692.0,12091.5,12066.0,11938.5,12669.0,12341.0,11008.5,12426.0,10740.0,13229.5
UGT1A8 (54576),13487.0,14149.5,12421.0,13748.0,14277.0,13874.5,14103.0,13817.5,13772.0,13178.0,13595.5,14491.5,13644.0,14640.0,12858.5,13807.0,14172.0,13367.0,14003.0,12769.0,13523.0,13417.0,13537.5,14192.5,14247.0,13984.0,13327.0,14939.0
UGT1A9 (54600),6981.0,6232.0,5207.0,6733.0,6908.0,6931.0,5980.0,7966.0,6871.5,6211.0,7527.0,7084.0,6806.0,6665.0,8073.5,5229.5,4010.0,8452.0,2760.0,7697.5,6185.0,6045.5,6290.5,5933.5,6674.0,6416.0,6192.5,6210.0
UGT2A1 (10941),1099.0,1751.0,892.0,1023.5,675.0,698.0,686.0,1173.5,601.5,791.0,1682.5,722.0,972.0,1189.0,690.5,1142.5,109.0,75.0,1767.0,1561.5,880.0,930.0,787.5,1417.0,663.5,795.5,800.5,407.0
UGT2A2 (574537),12718.0,12866.5,13326.0,13188.5,12989.0,13236.5,13558.0,12461.0,13026.0,12582.0,13200.5,12997.0,13336.0,12743.0,12068.5,12230.5,10005.0,14364.0,11426.0,14023.5,12878.0,13344.5,12544.0,12688.0,14121.0,13178.0,14251.5,13052.0
UGT2A3 (79799),11333.0,10993.0,9008.0,9936.0,8726.0,9652.5,10036.0,9147.0,9182.0,8205.0,9486.5,7952.0,9171.0,8914.0,9130.5,9016.0,7538.0,5787.0,7615.0,6090.5,8730.0,10372.5,9158.0,9321.5,9527.5,7001.0,11710.5,10163.5
UGT2B10 (7365),13821.0,14669.0,13477.0,13682.5,13437.0,13278.0,14268.0,14595.5,14107.0,13837.0,13261.0,13379.0,14622.0,13609.5,15308.0,13839.0,8758.0,11208.0,11533.0,14881.0,14828.0,14036.5,13872.0,13535.0,13811.5,12469.0,12930.5,13347.5
UGT2B11 (10720),14768.0,14399.5,15093.0,14889.5,14721.0,13658.0,15220.0,15799.0,14472.0,14264.0,15123.0,13989.5,13913.0,13999.5,15482.0,14479.0,16482.0,10412.0,10368.0,9726.0,13638.0,14547.5,13708.5,14467.5,14000.5,15259.5,12997.0,13939.5
UGT2B15 (7366),10912.0,11282.5,10135.0,10081.5,8651.0,7283.5,10931.0,10425.0,8778.5,7909.0,8434.0,9194.5,7752.0,10284.5,10301.5,7237.0,10143.0,4480.0,1515.0,6190.0,8029.0,10514.5,8839.0,10278.5,9911.0,9985.0,8760.5,13299.0
UGT2B17 (7367),1964.0,2047.5,2378.0,3681.0,2506.0,1930.0,2497.0,1044.5,1987.0,2188.0,2900.0,1346.5,1488.0,3059.5,1849.5,1553.5,5416.0,45.0,1406.0,1282.5,4026.0,2669.0,2105.5,1878.5,1017.5,3012.5,3328.5,2158.5
UGT2B28 (54490),1392.0,2499.5,1978.0,2803.0,2481.0,3383.5,2508.0,2258.5,2173.0,1186.0,1735.5,1483.5,2842.0,3017.5,3352.0,2769.0,4067.0,265.0,2565.0,749.5,3077.0,2260.5,1158.5,3474.5,2623.0,1830.0,513.0,1600.5
UGT2B4 (7363),7856.0,8896.0,7902.0,8421.5,6312.0,7617.5,8708.0,7991.0,6834.0,6512.0,7974.0,6982.5,7208.0,7259.5,7963.0,6866.0,7570.0,8996.0,1918.0,4476.0,6001.0,5907.0,8169.5,7166.5,6991.5,6693.0,6072.0,9354.0
UGT2B7 (7364),7230.0,7956.5,6489.0,6693.5,5440.0,6298.0,6456.0,6213.0,6218.5,3728.0,7793.5,6196.5,7522.0,9032.5,6549.5,3527.5,4622.0,2736.0,4339.0,8172.0,4638.0,6133.0,8086.0,6912.5,8287.5,5480.0,6976.0,9198.0
UGT3A1 (133688),7035.0,5943.5,5928.0,6855.0,7382.0,5476.5,8419.0,8390.0,5927.5,7761.0,6383.5,6011.0,6754.0,5162.5,8818.0,6596.5,10225.0,4696.0,4655.0,4440.0,4886.0,7330.5,5582.0,5462.5,7036.5,4759.0,3407.0,6727.5
UGT3A2 (167127),10910.0,8429.5,10207.0,10532.0,12232.0,11733.0,11095.0,10278.5,11395.0,9631.0,11152.5,12776.0,12485.0,11475.0,11821.0,10950.5,9018.0,9069.0,6473.0,10866.5,11169.0,9587.0,9697.5,11380.5,11491.5,10761.0,8483.5,13278.0
UGT8 (7368),5317.0,5462.5,4024.0,4448.5,4618.0,3601.5,5801.0,3516.0,5552.5,5219.0,4207.0,5766.0,5764.0,4215.0,5122.0,2919.5,4371.0,2865.0,6282.0,5581.0,3784.0,4935.0,5867.0,4234.5,6750.5,4550.5,6446.5,6153.0
