,std,mean,median,max,min
BTF3L4 (91408),1254.2778462137342,16038.6832,16326.0,17734.0,3338.0
BTG1 (694),3780.2012208401056,10394.0848,10870.0,17344.0,5.0
BTG2 (7832),3660.3396286529446,8818.9104,9342.0,16243.0,359.0
BTN1A1 (696),3577.2479290198667,8105.2704,8102.0,16410.0,42.0
BTNL8 (79908),3186.182266590117,9389.1696,9536.0,16999.0,103.0
BTNL9 (153579),2570.940899326698,3520.1776,2967.0,16572.0,96.0
BUB1 (699),587.1154587669081,16745.424,16859.0,17888.0,10396.0
BUB1B (701),534.5328112461553,17894.3344,17987.0,18317.5,6961.0
BUB3 (9184),220.25425830453779,18228.38,18302.0,18332.0,16631.0
BUD13 (84811),793.6351380248309,16803.608,16900.0,18132.0,10020.0
BUD23 (114049),273.67736876775365,17878.2528,17929.0,18322.0,16424.0
BUD31 (8896),233.25915320760342,18109.6264,18181.0,18327.5,16187.0
BVES (11149),3258.5898900401376,8417.7984,8504.0,16515.0,135.0
BYSL (705),294.38686153793253,17725.2208,17786.0,18279.0,15671.0
C10orf105 (414152),3398.3357373286603,10592.2192,11255.0,16845.0,50.0
C10orf53 (282966),3260.1689765275696,11251.864,12114.0,16893.0,15.0
C10orf88 (80007),3798.7117036127,7622.9856,7397.0,16430.0,62.0
C10orf90 (118611),3483.5964290289985,8970.5136,9271.0,16654.0,372.0
C11orf1 (64776),3056.320004600807,5517.6176,5208.0,17134.0,85.0
C11orf24 (53838),3626.9746099526287,7107.4464,6947.0,16797.0,256.0
C11orf40 (143501),3497.723810618733,8961.1456,9188.0,16347.0,197.0
C11orf53 (341032),3178.2948232426897,6882.0832,6474.0,17962.0,619.0
C11orf58 (10944),3251.969751233621,10671.4832,11207.0,16467.0,548.0
C11orf65 (160140),2362.3674650741837,12842.0048,13378.0,16847.0,2332.0
C11orf68 (83638),2613.3682519435847,13854.0976,14611.0,17464.0,675.0
C11orf71 (54494),2996.9557841335068,12166.848,12699.0,17110.0,359.0
C11orf80 (79703),2925.127984487306,10882.1968,11315.0,16332.0,713.0
C11orf86 (254439),3258.8410492626017,9996.704,10301.0,16394.0,536.0
C11orf88 (399949),2970.3507546208957,10858.8928,11260.0,16747.0,1389.0
C11orf91 (100131378),3481.2002787227693,10035.9712,10325.0,16511.0,94.0
C11orf94 (143678),3167.8265132802057,11411.2896,11953.0,16965.0,119.0
C12orf10 (60314),1624.6268251083195,14671.4928,15129.0,16872.0,5209.0
C12orf43 (64897),3189.48735799264,8606.024,8806.0,16256.0,839.0
C12orf45 (121053),779.1658117598491,16507.8304,16673.0,17802.0,7670.0
C12orf49 (79794),1877.6317653923136,14680.392,15077.0,17713.0,5171.0
C12orf56 (115749),1872.5070795347324,14911.7536,15450.0,17235.0,1953.0
C12orf65 (91574),1858.0658994758157,14597.368,15086.0,17266.0,4289.0
C12orf73 (728568),3455.206800495412,10165.9136,10657.0,16627.0,449.0
C12orf76 (400073),3000.7279448468194,9629.1376,9870.0,16365.0,604.0
C14orf119 (55017),3345.0237297330077,9003.2448,9224.0,16342.0,16.0
C14orf28 (122525),3055.6777560444125,9929.6688,10101.0,16258.0,1343.0
C15orf40 (123207),2644.663117421817,12540.9296,13222.0,16715.0,1605.0
C15orf41 (84529),4284.182698424161,11393.7792,12369.0,17395.0,177.0
C15orf53 (400359),3517.5659406441105,7605.0256,7570.0,16886.0,254.0
C16orf46 (123775),2491.6507381015604,12838.8352,13455.0,16485.0,2845.0
C16orf54 (283897),3272.7407137639552,10977.2352,11784.0,16724.0,910.0
C16orf70 (80262),2683.983882644871,12461.7632,13183.0,16814.0,874.0
C16orf72 (29035),3329.5959284396736,15011.6208,16315.0,18165.0,9.0
C16orf86 (388284),1483.3627190238212,15539.4496,15923.0,17311.0,743.0
C16orf87 (388272),2936.4688880266917,11733.5728,12271.0,16638.0,713.0
C16orf89 (146556),3141.7698191322443,11345.888,11965.0,16417.0,1123.0
C16orf91 (283951),2545.6008469534763,12488.0864,13029.0,16640.0,1967.0
C16orf92 (146378),2411.9967152378026,13653.9664,14291.0,17205.0,1437.0
C16orf95 (100506581),2519.5717171417273,12585.64,13137.0,17076.0,1752.0
C16orf96 (342346),2951.0850370382027,11558.9984,12260.0,16421.0,1128.0
C17orf49 (124944),3008.993731335342,13090.2864,14014.0,17247.0,1592.0
C17orf50 (146853),2500.5312044946136,13903.3296,14554.0,17753.0,1003.0
C17orf51 (339263),3507.857564929896,8812.4912,8819.0,16397.0,130.0
C17orf53 (78995),2013.460878886185,14348.7904,14895.0,17680.0,3351.0
C17orf58 (284018),1370.6307505053173,15373.704,15769.0,17426.0,7202.0
C17orf75 (64149),2311.0485525050954,13272.3344,13865.0,16894.0,154.0
C17orf98 (388381),3308.601931536828,10746.0736,11223.0,16711.0,1493.0
C17orf99 (100141515),3230.237105969872,9716.9792,10210.0,16493.0,1594.0
C18orf21 (83608),3832.4841433308047,10489.8096,11084.0,16852.0,531.0
C18orf32 (497661),2483.509254985775,13424.8944,14115.0,16897.0,1061.0
C18orf54 (162681),3144.1258938453334,7145.4288,7048.0,15779.0,59.0
C19orf24 (55009),3178.7511747580434,12097.968,12858.0,17103.0,123.0
C19orf25 (148223),1697.7134048508472,15629.1424,16095.0,17786.0,6821.0
C19orf33 (64073),3725.2144256831643,7059.0176,7049.0,17452.0,50.0
C19orf38 (255809),2401.3706931111933,13769.2672,14494.0,17226.0,1805.0
C19orf44 (84167),3049.8214676852554,11722.5776,12390.0,16853.0,155.0
C19orf47 (126526),2877.231715611914,11421.0288,11906.0,16754.0,453.0
C19orf53 (28974),764.4768558150882,16916.848,17049.0,18253.0,7678.0
C19orf66 (55337),2376.3512126604564,13548.8592,14257.0,16868.0,2086.0
C19orf67 (646457),1819.4157615846257,14793.0352,15315.0,17043.0,782.0
C19orf70 (125988),1913.5851264697253,14967.9072,15434.0,17448.0,803.0
C19orf81 (342918),3668.8991792431802,8689.7808,8826.0,16251.0,82.0
C1D (10438),1349.3919171488567,15981.9552,16315.0,17803.0,4746.0
C1QBP (708),1521.7228364671541,15858.72,16247.0,17925.0,3336.0
C1QC (714),3422.8553131799335,9478.5472,9860.0,16444.0,800.0
C1QL2 (165257),2976.589857710605,4058.592,3313.0,16899.0,33.0
C1QTNF1 (114897),1882.851232180354,14359.4736,14849.0,17067.0,4881.0
C1QTNF2 (114898),3520.1506566732232,7484.9296,7419.0,15499.0,313.0
C1QTNF3 (114899),2978.4424895916873,4448.7264,3812.0,16258.0,44.0
C1QTNF4 (114900),1247.2460377125853,16054.736,16326.0,17698.0,2796.0
C1QTNF5 (114902),2756.4541654851646,12693.8976,13237.0,16781.0,1263.0
C1QTNF6 (114904),2841.8559395298394,10761.2192,11169.0,16869.0,949.0
C1QTNF7 (114905),2788.6457856384295,3735.7712,3064.0,16495.0,9.0
C1QTNF9 (338872),2956.1751556768463,10948.9008,11333.0,16843.0,1593.0
C1QTNF9B (387911),2562.96604415115,13164.6576,13755.0,16703.0,706.0
C1orf100 (200159),1806.2087390414608,14196.8592,14711.0,17057.0,2668.0
C1orf105 (92346),2946.88066540946,10634.8976,11057.0,16755.0,99.0
C1orf109 (54955),238.15049647606213,18169.9016,18273.0,18331.0,17049.0
C1orf112 (55732),3519.5630691323036,8784.7296,8948.0,17239.0,230.0
C1orf116 (79098),3284.5749882731775,8380.824,8569.0,16346.0,113.0
C1orf123 (54987),1947.1922378026711,13296.8816,13706.0,16794.0,6304.0
C1orf127 (148345),2009.5249908718383,13974.9872,14484.0,16720.0,2172.0
C1orf131 (128061),1449.270504281201,15368.0928,15778.0,17371.0,7640.0
C1orf159 (54991),2588.6982025651623,12511.6032,13032.0,16851.0,345.0
C1orf162 (128346),3238.585097335262,9839.0032,10198.0,16526.0,643.0
C1orf21 (81563),3149.50159036844,6366.6752,6213.0,16409.0,14.0
C1orf226 (400793),3083.9928602897166,11250.4224,11821.0,16586.0,456.0
C1orf43 (25912),2630.9694913082653,12801.3472,13350.0,16717.0,470.0
C1orf50 (79078),3210.2498335983055,8835.5792,8977.0,17371.0,364.0
C1orf52 (148423),2891.1171809944035,11668.3024,12192.0,17002.0,1145.0
C1orf54 (79630),2996.1874147690614,11233.8816,11699.0,16343.0,787.0
C1orf56 (54964),2933.9821387541206,11586.8608,12149.0,16636.0,1050.0
C1orf74 (148304),1663.3438431989016,15168.4912,15633.0,17254.0,3447.0
C20orf173 (140873),3216.199314393884,8132.5504,7995.0,16625.0,619.0
C21orf2 (755),4000.1862816880325,10035.984,10181.0,17589.0,136.0
C21orf58 (54058),2994.8921167659223,11437.5648,12065.0,16823.0,415.0
C22orf23 (84645),2450.9230420551607,12856.056,13432.0,17055.0,2238.0
C22orf39 (128977),3499.4109478647824,10476.5744,11153.0,16537.0,269.0
C22orf46 (79640),2619.212623345479,12498.1376,13033.0,16967.0,915.0
C2CD2L (9854),2995.8336872507903,4349.648,3749.0,16311.0,76.0
C2CD4A (145741),3289.442039235101,5949.84,5656.0,17415.0,112.0
C2CD4D (100191040),3644.752831120236,9101.5936,9257.0,16400.0,620.0
C2orf16 (84226),3428.38455478857,7002.256,6647.0,16463.0,165.0
C2orf49 (79074),2895.587390835252,11169.1392,11611.0,16430.0,1898.0
C2orf50 (130813),3074.6873511168496,11551.4688,12110.0,17586.0,859.0
C2orf54 (79919),3618.1124077887453,8992.3424,9420.0,17332.0,372.0
C2orf68 (388969),1895.9053724465773,14077.2768,14547.0,16814.0,1243.0
C2orf69 (205327),2493.7581074405834,13231.6928,13912.0,17296.0,1643.0
C2orf72 (257407),2348.307462633788,2000.9936,1137.0,16558.0,8.0
C2orf73 (129852),2948.209727453473,9648.248,10005.0,16645.0,748.0
C2orf78 (388960),3352.7625295017197,10549.936,11147.0,16424.0,416.0
C3orf38 (285237),1660.1327804124585,15441.2576,15809.0,18081.0,5636.0
C4A (720),1689.7562673963155,14688.528,15162.0,17174.0,5718.0
C4BPB (725),3172.1216284826123,9105.6368,9355.0,16623.0,694.0
C4orf19 (55286),2434.6686008277206,13615.7264,14341.0,16801.0,2386.0
C4orf46 (201725),3374.723145456072,9316.2608,9553.0,16610.0,695.0
C5AR1 (728),3420.5444503965246,8475.7936,8706.0,16096.0,370.0
C5orf15 (56951),2714.8358121558845,12394.5248,13130.0,16990.0,2827.0
C5orf30 (90355),2077.1158564442926,14033.3088,14516.0,17126.0,3249.0
C5orf34 (375444),3063.6681793470375,11299.7088,11817.0,16790.0,253.0
C5orf47 (133491),3594.639632730223,6955.3472,6726.0,16488.0,81.0
C5orf63 (401207),3822.8138589713717,8223.6736,8543.0,16800.0,148.0
C6orf106 (64771),3189.373189485711,11448.4608,12058.0,16648.0,936.0
C6orf136 (221545),3325.44180519344,11518.3056,12039.0,17882.0,156.0
C6orf15 (29113),1177.8309441359158,15218.3808,15505.0,17258.0,8453.0
C6orf163 (206412),3318.772647126939,8018.7744,7992.0,16357.0,451.0
C6orf203 (51250),2573.2714218077167,11335.3696,11758.0,16679.0,2008.0
C6orf222 (389384),3016.5399706107505,11075.9816,11471.0,17014.0,42.5
C6orf226 (441150),3381.0953133236994,9613.3664,9862.0,16723.0,445.0
C6orf47 (57827),2116.265118040719,13462.1872,13992.0,16962.0,1957.0
C7orf25 (79020),2971.0824087536053,3198.4832,2260.0,17140.0,18.0
C7orf26 (79034),1530.6459149787142,16044.5568,16421.0,17898.0,111.0
C7orf43 (55262),3415.4901872183173,9997.7024,10519.0,16700.0,319.0
C7orf50 (84310),1575.5483501275814,15516.576,15948.0,17354.0,2698.0
C7orf61 (402573),2489.623272225163,12786.0752,13318.0,17011.0,1917.0
C8G (733),2818.887346898163,11958.0608,12631.0,16918.0,1024.0
C8orf33 (65265),1987.911999879941,15008.9696,15554.0,17888.0,1116.0
C8orf37 (157657),3188.7964832278267,9421.4096,9586.0,16838.0,384.0
C8orf59 (401466),2052.9197576422584,14403.2096,14882.0,17183.0,3963.0
C8orf76 (84933),2794.872224419351,12644.2416,13334.0,17343.0,2134.0
C8orf82 (414919),2873.330064442783,11455.768,11811.0,16769.0,1412.0
C8orf88 (100127983),2660.323956720791,12327.5136,12839.0,16557.0,1637.0
C9 (735),3439.6081195451648,9052.7408,9289.0,16388.0,205.0
C9orf116 (138162),3106.1948429335,11778.8736,12459.0,16761.0,129.0
C9orf129 (445577),1767.1604233011928,14485.3392,14968.0,17101.0,4794.0
C9orf131 (138724),3064.189142419749,10285.3424,10820.0,16306.0,56.0
C9orf16 (79095),1280.0016894680357,15437.3648,15725.0,17494.0,2995.0
C9orf24 (84688),2609.831440425971,13010.68,13678.0,16948.0,142.0
C9orf47 (286223),3555.2009679695016,8058.7136,8177.0,16448.0,71.0
C9orf50 (375759),3507.1283487879077,9448.256,9897.0,16877.0,261.0
C9orf64 (84267),3560.1056514861452,6882.416,6737.0,17133.0,61.0
C9orf78 (51759),613.8575370598037,16753.2704,16849.0,18114.0,10324.0
CA10 (56934),2852.830472492997,11192.7952,11797.0,16259.0,1758.0
CA11 (770),3048.1489843274408,11815.1792,12463.0,17358.0,1228.0
CA2 (760),3239.8868650713007,7284.376,7220.0,16773.0,580.0
CA3 (761),2990.289807325516,4667.704,4011.0,16166.0,134.0
CA4 (762),3026.0268866694087,11625.952,12312.0,16428.0,770.0
CA5A (763),1189.1273472312935,15373.6656,15699.0,17112.0,8170.0
CA5B (11238),3291.1594716765608,9424.929553264605,13556.0,,
CA6 (765),2371.4496444396245,12544.0464,13071.0,16803.0,3366.0
CA7 (766),2268.076878391098,14084.1824,14698.0,17110.0,249.0
CAB39 (51719),5238.0467721955,11871.5792,14088.0,17691.0,3.5
CABIN1 (23523),3766.3565772698144,12074.1872,13177.0,17114.0,56.0
CABLES2 (81928),3380.4926096513936,8932.9216,9113.0,16654.0,618.0
CABP2 (51475),3614.9842630696226,9425.1616,9695.0,17417.0,105.0
CABP4 (57010),1983.964637793573,14552.6352,15121.0,17711.0,4988.0
CABP7 (164633),3044.560119536449,10826.7984,11243.0,16291.0,1003.0
CACNA1A (773),2427.585518972108,12956.16,13500.0,16827.0,872.0
CACNA1B (774),3061.5809534994773,9640.0864,9812.0,16449.0,782.0
CACNA1G (8913),2241.0683308899684,14103.848,14848.0,16999.0,2552.0
CACNA1I (8911),3225.2811108793094,8993.7328,9229.0,16472.0,418.0
CACNA1S (779),3419.9888309909093,7961.408,7960.0,16375.0,455.0
CACNA2D2 (9254),3118.563612219821,9519.488,9984.0,16382.0,154.0
CACNB1 (782),2323.5291899475806,13208.936,13785.0,16891.0,2834.0
CACNB3 (784),763.2369115005662,16419.616,16554.0,18056.0,9162.0
CACNG1 (786),3462.719591601598,10321.1584,10677.0,16373.0,542.0
CACNG2 (10369),3090.0326885043855,10234.0,10714.0,16313.0,996.0
CACNG4 (27092),3409.741364067188,9195.9936,9582.0,16441.0,133.0
CACNG8 (59283),2354.340485057224,2729.0928,2054.0,16513.0,67.0
CACTIN (58509),521.2128759798434,17516.4904,17597.0,18294.5,8674.0
CACUL1 (143384),3416.143894421731,4429.8736,3545.0,16241.0,50.0
CACYBP (27101),3048.2432815303428,11788.2416,12315.0,16873.0,1086.0
CAD (790),3761.4397437035755,13507.72,14909.0,18102.0,138.0
CADM1 (23705),3477.121281545175,9210.5296,9557.0,16752.0,398.0
CADM2 (253559),3209.2784804352236,7917.1456,7876.0,16594.0,806.0
CADM4 (199731),918.436157484209,15991.8432,16208.0,17348.0,9812.0
CADPS (8618),3348.8396938702554,6413.4944,6148.0,15489.0,36.0
CALCB (797),2059.5503214238106,13943.3888,14467.0,16872.0,1427.0
CALCOCO1 (57658),2349.827108260935,13736.528,14398.0,16652.0,528.0
CALHM1 (255022),3253.5868281872927,8986.1872,9307.0,16222.0,85.0
CALM1 (801),3331.964458072206,9758.5344,10102.0,17276.0,440.0
CALM2 (805),4217.147882145844,7681.5808,7324.0,17280.0,122.0
CALM3 (808),3580.8332569940853,7993.5104,8066.0,17236.0,347.0
CALML5 (51806),3386.889135004312,8940.9968,9289.0,16404.0,182.0
CALML6 (163688),2826.6371863935,11834.3152,12251.0,16955.0,657.0
CALN1 (83698),2302.4822993745975,13241.3664,13847.0,16997.0,1482.0
CALR (811),2841.558016074623,12591.696,13216.0,16810.0,751.0
CAMK1G (57172),3270.9739390883065,7112.9488,6893.0,16368.0,290.0
CAMK2G (818),3208.4044374575715,9921.3088,10345.0,16102.0,709.0
CAMKK2 (10645),1661.9176849034586,14640.5056,15111.0,17400.0,5324.0
CAMKMT (79823),3347.801077690342,9498.0592,9868.0,16377.0,188.0
CAMLG (819),1011.6568623898683,16028.3152,16255.0,17528.0,7812.0
CAMSAP1 (157922),3106.421978923414,11095.4544,11768.0,16847.0,284.0
CAMSAP2 (23271),3897.4274323449404,10578.7824,11314.0,17496.0,403.0
CAND1 (55832),3307.552164869563,14699.928,15915.0,17632.0,18.0
CAND2 (23066),3083.366398333035,9264.5136,9455.0,16227.0,935.0
CANT1 (124583),3074.767288169118,12018.0144,12746.0,16571.0,691.0
CANX (821),3566.325586740648,9661.608,9907.0,16246.0,167.0
CAP1 (10487),854.4951949813141,16564.4752,16696.0,18254.0,7719.0
CAPN1 (823),3069.8657750971493,11979.8416,12637.0,16852.0,1557.0
CAPN10 (11132),3410.147689013197,7785.5744,7794.0,17039.0,473.0
CAPN11 (11131),3569.4916580383165,9913.9824,10427.0,16994.0,447.0
CAPN15 (6650),3715.6612121535736,8081.1552,8146.0,16532.0,143.0
CAPN3 (825),2612.1575243003576,11922.7072,12491.0,16385.0,2165.0
CAPN5 (726),2816.5043866175492,12246.5728,12870.0,17098.0,1631.0
CAPN9 (10753),1761.4683940307389,14552.5328,15044.0,17264.0,1396.0
CAPNS1 (826),2712.6709062783916,12670.888,13223.0,17291.0,1158.0
CAPRIN1 (4076),4964.390319610874,10475.5784,11775.0,17488.0,4.5
CAPS (828),2282.497774090526,14036.4624,14610.0,17157.0,1764.0
CAPSL (133690),2826.898529023437,4514.0384,4084.0,16743.0,48.0
CAPZA1 (829),3605.848660056433,6614.192,6436.0,16345.0,111.0
CAPZB (832),501.9085234676606,17696.944,17796.0,18307.5,9727.0
CARD10 (29775),2456.7706434980546,13573.6576,14259.0,17476.0,1689.0
CARD11 (84433),2851.19186951343,12387.7344,13060.0,16712.0,225.0
CARD16 (114769),3333.1564972260153,8168.776,8134.0,16367.0,621.0
CARD6 (84674),3223.9489924450077,9906.5168,10399.0,16969.0,107.0
CARD8 (22900),2760.876634092317,11771.4864,12354.0,16411.0,2057.0
CARM1 (10498),3719.9811496193197,13687.9016,15122.0,17954.0,8.5
CARMIL3 (90668),3120.6281069764277,10893.2,11401.0,16491.0,329.0
CARNS1 (57571),3249.5356189359327,11526.7808,12276.0,16767.0,622.0
CARS (833),265.70472059923577,17875.3664,17939.0,18283.0,16558.0
CARS2 (79587),2130.798531149465,15048.8272,15612.0,18011.0,439.0
CASC1 (55259),3021.928627241813,4079.6512,3450.0,16537.0,45.0
CASC3 (22794),2781.5161420458335,14660.104,15600.0,17854.0,485.0
CASC4 (113201),3668.9914516802246,7079.0688,7030.0,16566.0,52.0
CASKIN1 (57524),2514.411593247297,12459.0,12970.0,16775.0,1649.0
CASKIN2 (57513),2896.8825164480804,11807.8,12381.0,16851.0,124.0
CASP10 (843),3136.1771548625966,9115.7792,9367.0,16358.0,201.0
CASP6 (839),3320.751702785658,6640.9008,6310.0,16501.0,99.0
CASP7 (840),3064.495507127581,9122.056,9243.0,16379.0,267.0
CASP9 (842),3500.4160692621554,9333.352,9534.0,16441.0,275.0
CASQ2 (845),2592.5746697126965,13052.3536,13730.0,17264.0,2446.0
CASS4 (57091),2569.775659237642,12118.1072,12592.0,17422.0,3360.0
CAST (831),1736.8900882294606,14143.864,14573.0,16666.0,2902.0
CASTOR1 (652968),3556.881239385469,8190.2288,8423.0,16668.0,53.0
CASTOR3 (352954),2431.91384689149,13606.5056,14348.0,16849.0,2302.0
CASZ1 (54897),2041.331624747648,14245.1808,14811.0,17653.0,675.0
CAT (847),2971.271331919584,7806.1088,7813.0,16107.0,564.0
CATSPER1 (117144),3352.721933607425,11190.2032,11871.0,16494.0,398.0
CATSPER3 (347732),2053.760111516535,13703.9392,14189.0,16744.0,1673.0
CATSPERD (257062),2251.021445437718,13585.184,14115.0,17126.0,2780.0
CATSPERG (57828),2861.6766654246417,11879.448,12433.0,17704.0,914.0
CAV1 (857),3298.781803489873,5746.5344,5291.0,16042.0,74.0
CAV2 (858),3606.15027439768,8844.112,9083.0,16591.0,407.0
CBARP (255057),3181.617687280385,9766.3088,10075.0,16247.0,666.0
CBFA2T3 (863),3316.3470552919503,6682.9168,6496.0,16425.0,212.0
CBFB (865),5268.136724048573,11391.26,13214.0,18230.5,4.0
CBLC (23624),3161.880867396039,10266.1568,10512.0,16520.0,1634.0
CBLL1 (79872),1520.9062890634718,16063.3056,16460.0,17772.0,4232.0
CBLN1 (869),1248.7722645493423,15663.3168,16017.0,17225.0,6731.0
CBLN2 (147381),3684.048163106337,8200.0224,8270.0,16531.0,219.0
CBLN3 (643866),2943.8071322022997,12000.5888,12755.0,16745.0,1586.0
CBWD1 (55871),2944.3225112748773,11616.6992,12272.0,16544.0,937.0
CBWD2 (150472),353.2739947972395,17075.8592,17135.0,17993.0,15253.0
CBWD3 (445571),423.0641989228779,16357.536,16446.0,17447.0,12730.0
CBWD5 (220869),911.6127012340722,16178.136,16374.0,17395.0,4090.0
CBX1 (10951),1537.203510152654,15940.4864,16356.0,17493.0,1381.0
CBX2 (84733),3571.15961101483,7639.6304,7547.0,16496.0,191.0
CBX3 (11335),3687.2237801157776,6009.5296,5608.0,16490.0,95.0
CBX4 (8535),3388.7522733618907,5606.3264,5196.0,16244.0,44.0
CBX5 (23468),3053.7798775909646,11710.1024,12308.0,16614.0,699.0
CBX7 (23492),3613.3003558633277,10700.3392,11605.0,16854.0,288.0
CBX8 (57332),3296.941375336797,4262.2696,3553.0,16405.0,6.0
CBY1 (25776),3287.603914376017,9950.824,10413.0,16217.0,699.0
CC2D1B (200014),2875.6989564750684,11657.8288,12296.0,16875.0,987.0
CCAR1 (55749),871.8796176960707,16920.6384,17085.0,18114.0,5021.0
CCAR2 (57805),3871.5889474034316,8802.2528,9109.0,17099.0,134.0
CCBE1 (147372),3489.023726101248,7578.4992,7546.0,17382.0,488.0
CCDC102A (92922),3461.1306028203394,9486.2496,9884.0,16534.0,800.0
CCDC105 (126402),3355.6125820802654,10360.9568,10775.0,16577.0,1312.0
CCDC106 (29903),1644.23086073546,14929.9984,15370.0,17223.0,2172.0
CCDC107 (203260),1933.5857867782256,14019.5936,14520.0,17015.0,1429.0
CCDC113 (29070),3187.76005609839,10633.368,11057.0,16585.0,742.0
CCDC114 (93233),2189.616483737828,14235.5264,14871.0,17278.0,623.0
CCDC115 (84317),518.9575040034958,17459.508,17552.0,18240.0,13000.0
CCDC116 (164592),3463.4641421870365,9490.7856,9792.0,16635.0,559.0
CCDC117 (150275),3411.295298858688,10352.5968,11061.0,16682.0,437.0
CCDC12 (151903),2079.1722799414492,14888.8384,15627.0,17472.0,2796.0
CCDC121 (79635),3476.2920144027025,8999.1152,9257.0,17151.0,248.0
CCDC124 (115098),2978.784931707765,12485.0224,13254.0,17161.0,1738.0
CCDC125 (202243),2832.469575605042,12607.2784,13358.0,17640.0,1025.0
CCDC130 (81576),823.7851353948041,17074.0512,17220.0,18183.0,10949.0
CCDC134 (79879),3568.4162650993567,7588.96,7502.0,16769.0,308.0
CCDC137 (339230),1044.8135769183039,15728.288,15947.0,17703.0,5542.0
CCDC142 (84865),3170.3129323839667,11807.0224,12418.0,16989.0,346.0
CCDC144A (9720),1572.7682530559016,15494.688,15902.0,17816.0,907.0
CCDC144NL (339184),1421.4750355717986,15423.1664,15801.0,17559.0,2852.0
CCDC153 (283152),3335.509729373247,7288.352,7203.0,16209.0,79.0
CCDC158 (339965),3134.7466706422333,7181.84,6980.0,16140.0,444.0
CCDC160 (347475),3460.514900137922,7915.121993127148,13860.0,,
CCDC167 (154467),3049.5875973915067,7405.0816,7185.0,16428.0,121.0
CCDC17 (149483),2899.4469032576294,11183.8512,11523.0,17081.0,825.0
CCDC171 (203238),3517.332336978388,8393.4704,8488.0,16675.0,30.0
CCDC174 (51244),491.63092563530387,17044.3568,17138.0,18184.0,12961.0
CCDC175 (729665),2963.3746456838785,4415.6048,3826.0,16519.0,24.0
CCDC177 (56936),3292.9060507944914,6147.616,5907.0,16158.0,118.0
CCDC180 (100499483),2061.970776786877,13654.5072,14193.0,16982.0,1288.0
CCDC181 (57821),3622.283624588082,8686.0096,8829.0,16255.0,371.0
CCDC182 (101927581),2520.9528312921684,12896.2304,13504.0,16874.0,1812.0
CCDC184 (387856),2340.232777212229,13582.472,14155.0,16863.0,1807.0
CCDC189 (90835),3753.6836246668827,9663.3632,10306.0,16612.0,108.0
CCDC190 (339512),3289.71733462517,8605.6688,8623.0,16958.0,430.0
CCDC198 (55195),3260.7997007639956,9712.5648,10282.0,16489.0,845.0
CCDC22 (28952),2716.7864610815072,14232.036082474227,,,
CCDC24 (149473),2953.7961904657973,11410.5888,11999.0,17089.0,1063.0
CCDC25 (55246),3679.7118759197188,8503.5648,8538.0,16764.0,47.0
CCDC27 (148870),3047.4904088808075,10386.5552,10764.0,16356.0,124.0
CCDC28B (79140),3003.242771484149,10992.0544,11562.0,16836.0,200.0
CCDC30 (728621),1805.846507209292,14440.5904,14938.0,17685.0,2033.0
CCDC32 (90416),3504.3864040714784,10715.4288,11307.0,17017.0,795.0
CCDC33 (80125),3267.7980992593584,7682.6864,7601.0,16579.0,379.0
CCDC34 (91057),3461.7689011522148,5853.7744,5408.0,16110.0,137.0
CCDC36 (339834),1749.2960665657956,14739.4048,15190.0,17366.0,4804.0
CCDC38 (120935),2552.226220363865,12027.1248,12474.0,16495.0,1418.0
CCDC39 (339829),3404.4083033469174,8945.856,9242.0,15758.0,350.0
CCDC43 (124808),1658.5387912224855,14966.4112,15396.0,17137.0,2713.0
CCDC47 (57003),3425.688573081854,9812.576,10061.0,16548.0,422.0
CCDC51 (79714),4822.775308674882,9438.2992,9248.0,18071.0,217.0
CCDC58 (131076),1993.6315547030479,14202.8624,14771.0,17254.0,3125.0
CCDC59 (29080),448.43719594003807,16961.7856,17018.0,17848.0,13170.0
CCDC6 (8030),4365.344042744292,12233.9744,13591.0,17344.0,52.0
CCDC61 (729440),3074.3773224191473,10092.8528,10363.0,16398.0,417.0
CCDC62 (84660),2396.302485376275,13026.8224,13640.0,16904.0,2282.0
CCDC63 (160762),2875.3452158645005,10834.6224,11175.0,16426.0,497.0
CCDC65 (85478),3292.237718960098,9661.5312,10127.0,16155.0,412.0
CCDC71 (64925),3278.3483234311125,9933.568,10386.0,16263.0,240.0
CCDC71L (168455),3291.9776056128344,10813.6464,11170.0,16918.0,231.0
CCDC74A (90557),3825.7771153785015,5354.0592,4854.0,16710.0,45.0
CCDC74B (91409),2748.864841457288,13812.4784,14585.0,17085.0,418.0
CCDC77 (84318),3619.7997160042733,9929.4176,10100.0,16920.0,1030.0
CCDC78 (124093),1313.3553829458424,15645.0432,15967.0,18001.0,6649.0
CCDC8 (83987),3322.512451656164,9699.224,9955.0,16725.0,313.0
CCDC82 (79780),2037.6989131314083,1413.18,613.0,16712.0,10.0
CCDC83 (220047),3299.3558544226207,10455.1624,11157.0,16656.0,22.5
CCDC84 (338657),324.26855569743816,17770.5272,17824.0,18312.5,15608.0
CCDC85A (114800),3078.072426080139,5981.4512,5635.0,16575.0,393.0
CCDC85B (11007),2478.478729211499,13759.312,14452.0,17190.0,2912.0
CCDC86 (79080),441.4692709519789,17229.3792,17285.0,18221.0,14207.0
CCDC87 (55231),2780.1842347714646,12825.2752,13441.0,16773.0,435.0
